País;Tamaño;Área;Seniority;Ubicación;Posición;Moneda;Salario Min;Salario Max
Perú;Pequeña y Mediana;Supply Chain;Jefatura;Provincia;Abastecimiento;Soles;9000;11000
Perú;Pequeña y Mediana;Supply Chain;Jefatura;Provincia;Planeamiento;Soles;9000;11000
Perú;Pequeña y Mediana;Supply Chain;Jefatura;Provincia;Compras;Soles;9000;11000
Perú;Pequeña y Mediana;Supply Chain;Jefatura;Provincia;Comercio Exterior;Soles;9000;11000
Perú;Pequeña y Mediana;Supply Chain;Jefatura;Provincia;Customer Service;Soles;9000;11000
Perú;Pequeña y Mediana;Supply Chain;Especialista;Provincia;Logística;Soles;6000;9000
Perú;Pequeña y Mediana;Supply Chain;Especialista;Provincia;Abastecimiento;Soles;6000;9000
Perú;Pequeña y Mediana;Supply Chain;Especialista;Provincia;Planeamiento;Soles;6000;9000
Perú;Pequeña y Mediana;Supply Chain;Especialista;Provincia;Compras;Soles;6000;9000
Perú;Pequeña y Mediana;Supply Chain;Especialista;Provincia;Comercio Exterior;Soles;6000;9000
Perú;Pequeña y Mediana;Supply Chain;Especialista;Provincia;Customer Service;Soles;6000;9000
Perú;Grande;Ventas Técnicas;Dirección;Provincia;Ingeniero de Ventas;Soles;30000;45000
Perú;Grande;Ventas Técnicas;Dirección;Provincia;Ventas (B2B);Soles;30000;45000
Perú;Grande;Ventas Técnicas;Gerencia;Provincia;Ingeniero de Ventas;Soles;20000;28000
Perú;Grande;Ventas Técnicas;Gerencia;Provincia;Ventas (B2B);Soles;20000;28000
Perú;Grande;Ventas Técnicas;Jefatura;Provincia;Ingeniero de Ventas;Soles;8500;10000
Perú;Grande;Ventas Técnicas;Jefatura;Provincia;Ventas (B2B);Soles;8500;10000
Perú;Grande;Ventas Técnicas;Especialista;Provincia;Ingeniero de Ventas;Soles;6000;8000
Perú;Grande;Ventas Técnicas;Especialista;Provincia;Ventas (B2B);Soles;6000;8000
Perú;Pequeña y Mediana;Ventas Técnicas;Dirección;Provincia;Ingeniero de Ventas;Soles;25000;35000
Perú;Pequeña y Mediana;Ventas Técnicas;Dirección;Provincia;Ventas (B2B);Soles;25000;35000
Perú;Pequeña y Mediana;Ventas Técnicas;Gerencia;Provincia;Ingeniero de Ventas;Soles;13000;24000
Perú;Pequeña y Mediana;Ventas Técnicas;Gerencia;Provincia;Ventas (B2B);Soles;13000;24000
Perú;Pequeña y Mediana;Ventas Técnicas;Jefatura;Provincia;Ingeniero de Ventas;Soles;7000;9000
Perú;Pequeña y Mediana;Ventas Técnicas;Jefatura;Provincia;Ventas (B2B);Soles;7000;9000
Perú;Pequeña y Mediana;Ventas Técnicas;Especialista;Provincia;Ingeniero de Ventas;Soles;5000;7500
Perú;Pequeña y Mediana;Ventas Técnicas;Especialista;Provincia;Ventas (B2B);Soles;5000;7500
Perú;Grande;Recursos Humanos;Dirección;Provincia;Recursos Humanos;Soles;25000;40000
Perú;Grande;Recursos Humanos;Dirección;Provincia;HRBP de Operaciones;Soles;18000;28000
Perú;Grande;Recursos Humanos;Dirección;Provincia;Relaciones Laborales;Soles;18000;28000
Perú;Grande;Recursos Humanos;Gerencia;Provincia;Recursos Humanos;Soles;25000;35000
Perú;Grande;Recursos Humanos;Gerencia;Provincia;HRBP de Operaciones;Soles;15000;20000
Perú;Grande;Recursos Humanos;Gerencia;Provincia;Relaciones Laborales;Soles;15000;20000
Perú;Grande;Recursos Humanos;Jefatura;Provincia;Recursos Humanos;Soles;9000;12000
Perú;Grande;Recursos Humanos;Jefatura;Provincia;HRBP de Operaciones;Soles;9000;12000
Perú;Grande;Recursos Humanos;Jefatura;Provincia;Relaciones Laborales;Soles;9000;12000
Perú;Grande;Recursos Humanos;Especialista;Provincia;Recursos Humanos;Soles;5000;8000
Perú;Grande;Recursos Humanos;Especialista;Provincia;HRBP de Operaciones;Soles;5000;8000
Perú;Grande;Recursos Humanos;Especialista;Provincia;Relaciones Laborales;Soles;5000;8000
Perú;Pequeña y Mediana;Recursos Humanos;Dirección;Provincia;Recursos Humanos;Soles;20000;25000
Perú;Pequeña y Mediana;Recursos Humanos;Dirección;Provincia;HRBP de Operaciones;Soles;15000;23000
Perú;Pequeña y Mediana;Recursos Humanos;Dirección;Provincia;Relaciones Laborales;Soles;15000;23000
Perú;Pequeña y Mediana;Recursos Humanos;Gerencia;Provincia;Recursos Humanos;Soles;13000;18000
Perú;Pequeña y Mediana;Recursos Humanos;Gerencia;Provincia;HRBP de Operaciones;Soles;10000;12000
Perú;Pequeña y Mediana;Recursos Humanos;Gerencia;Provincia;Relaciones Laborales;Soles;10000;12000
Perú;Pequeña y Mediana;Recursos Humanos;Jefatura;Provincia;Recursos Humanos;Soles;9000;14000
Perú;Pequeña y Mediana;Recursos Humanos;Jefatura;Provincia;HRBP de Operaciones;Soles;9000;14000
Perú;Pequeña y Mediana;Recursos Humanos;Jefatura;Provincia;Relaciones Laborales;Soles;9000;14000
Perú;Pequeña y Mediana;Recursos Humanos;Especialista;Provincia;Recursos Humanos;Soles;5000;7000
Perú;Pequeña y Mediana;Recursos Humanos;Especialista;Provincia;HRBP de Operaciones;Soles;5000;7000
Perú;Pequeña y Mediana;Recursos Humanos;Especialista;Provincia;Relaciones Laborales;Soles;5000;7000
Colombia;Grande;Planta;Dirección;Centro;Operaciones;COP;40200000;63200000
Colombia;Grande;Planta;Dirección;Noroccidental;Planta;COP;42100000;66100000
Colombia;Grande;Planta;Dirección;Pacifico;Planta;COP;39800000;62600000
Colombia;Grande;Planta;Dirección;Norte;Operaciones;COP;36200000;56900000
Colombia;Mediana;Planta;Dirección;Centro;Planta;COP;32700000;51400000
Colombia;Mediana;Planta;Dirección;Noroccidental;Operaciones;COP;28300000;44400000
Colombia;Mediana;Planta;Dirección;Pacifico;Planta;COP;29500000;46300000
Colombia;Mediana;Planta;Dirección;Norte;Planta;COP;29500000;46300000
Colombia;Pequeña;Planta;Dirección;Centro;Planta;COP;25000000;39300000
Colombia;Pequeña;Planta;Dirección;Noroccidental;Planta;COP;23800000;37400000
Colombia;Pequeña;Planta;Dirección;Pacifico;Planta;COP;22500000;35400000
Colombia;Pequeña;Planta;Dirección;Norte;Planta;COP;22500000;35400000
Colombia;Grande;Planta;Gerencia;Centro;Mejora;COP;20700000;34500000
Colombia;Grande;Planta;Gerencia;Noroccidental;Calidad;COP;19700000;32800000
Colombia;Grande;Planta;Gerencia;Pacifico;Calidad;COP;18600000;31000000
Colombia;Grande;Planta;Gerencia;Norte;Mejora;COP;18600000;31000000
Colombia;Mediana;Planta;Gerencia;Centro;Planta;COP;16800000;28100000
Colombia;Mediana;Planta;Gerencia;Noroccidental;Producción;COP;14500000;24200000
Colombia;Mediana;Planta;Gerencia;Pacifico;Mantenimiento;COP;13800000;23000000
Colombia;Mediana;Planta;Gerencia;Norte;Calidad;COP;13800000;23000000
Colombia;Pequeña;Planta;Gerencia;Centro;Planta;COP;12900000;21400000
Colombia;Pequeña;Planta;Gerencia;Noroccidental;Ingeniería;COP;11100000;18500000
Colombia;Pequeña;Planta;Gerencia;Pacifico;Ingeniería;COP;10500000;17600000
Colombia;Pequeña;Planta;Gerencia;Norte;Ingeniería;COP;10500000;17600000
Colombia;Grande;Planta;Jefatura;Centro;Planta;COP;10100000;17700000
Colombia;Grande;Planta;Jefatura;Noroccidental;Planta;COP;9600000;16800000
Colombia;Grande;Planta;Jefatura;Pacifico;Mantenimiento;COP;8300000;14500000
Colombia;Grande;Planta;Jefatura;Norte;Mantenimiento;COP;8300000;14500000
Colombia;Mediana;Planta;Jefatura;Centro;Calidad;COP;6800000;11900000
Colombia;Mediana;Planta;Jefatura;Noroccidental;Producción;COP;6500000;11300000
Colombia;Mediana;Planta;Jefatura;Pacifico;Ingeniería;COP;6100000;10700000
Colombia;Mediana;Planta;Jefatura;Norte;Calidad;COP;6100000;10700000
Colombia;Pequeña;Planta;Jefatura;Centro;Mantenimiento;COP;5200000;9100000
Colombia;Pequeña;Planta;Jefatura;Noroccidental;Calidad;COP;4900000;8600000
Colombia;Pequeña;Planta;Jefatura;Pacifico;Mantenimiento;COP;4700000;8200000
Colombia;Pequeña;Planta;Jefatura;Norte;Calidad;COP;4700000;8200000
Colombia;Grande;Planta;Especialista;Centro;Procesos;COP;5800000;9200000
Colombia;Grande;Planta;Especialista;Noroccidental;Mantenimiento;COP;5500000;8700000
Colombia;Grande;Planta;Especialista;Pacifico;Producción;COP;5200000;8300000
Colombia;Grande;Planta;Especialista;Norte;Procesos;COP;5200000;8300000
Colombia;Mediana;Planta;Especialista;Centro;Producción;COP;4200000;6800000
Colombia;Mediana;Planta;Especialista;Noroccidental;Proyectos;COP;4000000;6500000
Colombia;Mediana;Planta;Especialista;Pacifico;Mantenimiento;COP;3800000;6100000
Colombia;Mediana;Planta;Especialista;Norte;Producción;COP;3800000;6100000
Colombia;Pequeña;Planta;Especialista;Centro;Confiabilidad;COP;3200000;5200000
Colombia;Pequeña;Planta;Especialista;Noroccidental;Confiabilidad;COP;3100000;4900000
Colombia;Pequeña;Planta;Especialista;Pacifico;Confiabilidad;COP;2900000;4700000
Colombia;Pequeña;Planta;Especialista;Norte;Producción;COP;2900000;4700000
Colombia;Grande;Supply Chain;Dirección;Centro;Supply;COP;44300000;69600000
Colombia;Grande;Supply Chain;Dirección;Noroccidental;Logística;COP;38200000;60100000
Colombia;Grande;Supply Chain;Dirección;Pacifico;Logística;COP;36200000;56900000
Colombia;Grande;Supply Chain;Dirección;Norte;Supply;COP;39800000;62600000
Colombia;Mediana;Supply Chain;Dirección;Centro;Logística;COP;29800000;46800000
Colombia;Mediana;Supply Chain;Dirección;Noroccidental;Logística;COP;28300000;44400000
Colombia;Mediana;Supply Chain;Dirección;Pacifico;Logística;COP;26800000;42100000
Colombia;Mediana;Supply Chain;Dirección;Norte;Supply;COP;29500000;46300000
Colombia;Pequeña;Supply Chain;Dirección;Centro;Logística;COP;22800000;35800000
Colombia;Pequeña;Supply Chain;Dirección;Noroccidental;Logística;COP;21600000;34000000
Colombia;Pequeña;Supply Chain;Dirección;Pacifico;Supply;COP;22500000;35400000
Colombia;Pequeña;Supply Chain;Dirección;Norte;Supply;COP;22500000;35400000
Colombia;Grande;Supply Chain;Gerencia;Centro;Compras;COP;20700000;34500000
Colombia;Grande;Supply Chain;Gerencia;Noroccidental;Logística;COP;19700000;32800000
Colombia;Grande;Supply Chain;Gerencia;Pacifico;Planeación;COP;18600000;31000000
Colombia;Grande;Supply Chain;Gerencia;Norte;Compras;COP;18600000;31000000
Colombia;Mediana;Supply Chain;Gerencia;Centro;Supply;COP;15300000;25500000
Colombia;Mediana;Supply Chain;Gerencia;Noroccidental;Comercio;COP;14500000;24200000
Colombia;Mediana;Supply Chain;Gerencia;Pacifico;Logística;COP;13800000;23000000
Colombia;Mediana;Supply Chain;Gerencia;Norte;Supply;COP;13800000;23000000
Colombia;Pequeña;Supply Chain;Gerencia;Centro;Supply;COP;11700000;19500000
Colombia;Pequeña;Supply Chain;Gerencia;Noroccidental;Logística;COP;11100000;18500000
Colombia;Pequeña;Supply Chain;Gerencia;Pacifico;Supply;COP;10500000;17600000
Colombia;Pequeña;Supply Chain;Gerencia;Norte;Compras;COP;10500000;17600000
Colombia;Grande;Supply Chain;Jefatura;Centro;CEDI;COP;9200000;16100000
Colombia;Grande;Supply Chain;Jefatura;Noroccidental;CEDI;COP;8700000;15300000
Colombia;Grande;Supply Chain;Jefatura;Pacifico;Transporte;COP;8300000;14500000
Colombia;Grande;Supply Chain;Jefatura;Norte;CEDI;COP;8300000;14500000
Colombia;Mediana;Supply Chain;Jefatura;Centro;Transporte;COP;6800000;11900000
Colombia;Mediana;Supply Chain;Jefatura;Noroccidental;Compras;COP;6500000;11300000
Colombia;Mediana;Supply Chain;Jefatura;Pacifico;Compras;COP;6100000;10700000
Colombia;Mediana;Supply Chain;Jefatura;Norte;CEDI;COP;6100000;10700000
Colombia;Pequeña;Supply Chain;Jefatura;Centro;Importaciones/Exportaciones;COP;5200000;9100000
Colombia;Pequeña;Supply Chain;Jefatura;Noroccidental;Importaciones/Exportaciones;COP;4900000;8600000
Colombia;Pequeña;Supply Chain;Jefatura;Pacifico;CEDI;COP;4700000;8200000
Colombia;Pequeña;Supply Chain;Jefatura;Norte;Transporte;COP;4700000;8200000
Colombia;Grande;Supply Chain;Especialista;Centro;Planeación;COP;5800000;9200000
Colombia;Grande;Supply Chain;Especialista;Noroccidental;Inventarios;COP;5500000;8700000
Colombia;Grande;Supply Chain;Especialista;Pacifico;Materiales;COP;5200000;8300000
Colombia;Grande;Supply Chain;Especialista;Norte;Planeación;COP;5200000;8300000
Colombia;Mediana;Supply Chain;Especialista;Centro;Planeación;COP;4200000;6800000
Colombia;Mediana;Supply Chain;Especialista;Noroccidental;Planeación;COP;4000000;6500000
Colombia;Mediana;Supply Chain;Especialista;Pacifico;Planeación;COP;3800000;6100000
Colombia;Mediana;Supply Chain;Especialista;Norte;Inventarios;COP;3800000;6100000
Colombia;Pequeña;Supply Chain;Especialista;Centro;Inventarios;COP;3200000;5200000
Colombia;Pequeña;Supply Chain;Especialista;Noroccidental;Inventarios;COP;3100000;4900000
Colombia;Pequeña;Supply Chain;Especialista;Pacifico;Planeación;COP;2900000;4700000
Colombia;Pequeña;Supply Chain;Especialista;Norte;Materiales;COP;2900000;4700000
Colombia;Grande;Recursos Humanos;Dirección;Centro;Gestión;COP;40200000;63200000
Colombia;Grande;Recursos Humanos;Dirección;Noroccidental;Talento;COP;38200000;60100000
Colombia;Grande;Recursos Humanos;Dirección;Pacifico;Gestión;COP;36200000;56900000
Colombia;Grande;Recursos Humanos;Dirección;Norte;Talento;COP;36200000;56900000
Colombia;Mediana;Recursos Humanos;Dirección;Centro;Talento;COP;29800000;46800000
Colombia;Mediana;Recursos Humanos;Dirección;Noroccidental;Talento;COP;28300000;44400000
Colombia;Mediana;Recursos Humanos;Dirección;Pacifico;Gestión;COP;26800000;42100000
Colombia;Mediana;Recursos Humanos;Dirección;Norte;Gestión;COP;26800000;42100000
Colombia;Pequeña;Recursos Humanos;Dirección;Centro;Gestión;COP;22800000;35800000
Colombia;Pequeña;Recursos Humanos;Dirección;Noroccidental;Talento;COP;21600000;34000000
Colombia;Pequeña;Recursos Humanos;Dirección;Pacifico;Gestión;COP;20500000;32200000
Colombia;Pequeña;Recursos Humanos;Dirección;Norte;Talento;COP;20500000;32200000
Colombia;Grande;Recursos Humanos;Gerencia;Centro;RRHH;COP;22800000;38000000
Colombia;Grande;Recursos Humanos;Gerencia;Noroccidental;RRHH;COP;21600000;36100000
Colombia;Grande;Recursos Humanos;Gerencia;Pacifico;Relaciones;COP;18600000;31000000
Colombia;Grande;Recursos Humanos;Gerencia;Norte;Relaciones;COP;18600000;31000000
Colombia;Mediana;Recursos Humanos;Gerencia;Centro;Relaciones;COP;15300000;25500000
Colombia;Mediana;Recursos Humanos;Gerencia;Noroccidental;Relaciones;COP;14500000;24200000
Colombia;Mediana;Recursos Humanos;Gerencia;Pacifico;Relaciones;COP;13800000;23000000
Colombia;Mediana;Recursos Humanos;Gerencia;Norte;Relaciones;COP;13800000;23000000
Colombia;Pequeña;Recursos Humanos;Gerencia;Centro;Relaciones;COP;11700000;19500000
Colombia;Pequeña;Recursos Humanos;Gerencia;Noroccidental;Relaciones;COP;11100000;18500000
Colombia;Pequeña;Recursos Humanos;Gerencia;Pacifico;Relaciones;COP;10500000;17600000
Colombia;Pequeña;Recursos Humanos;Gerencia;Norte;RRHH;COP;11600000;19300000
Colombia;Grande;Recursos Humanos;Jefatura;Centro;Selección;COP;9200000;16100000
Colombia;Grande;Recursos Humanos;Jefatura;Noroccidental;Selección;COP;8700000;15300000
Colombia;Grande;Recursos Humanos;Jefatura;Pacifico;Gestión;COP;8300000;14500000
Colombia;Grande;Recursos Humanos;Jefatura;Norte;Gestión;COP;8300000;14500000
Colombia;Mediana;Recursos Humanos;Jefatura;Centro;Nómina;COP;6800000;11900000
Colombia;Mediana;Recursos Humanos;Jefatura;Noroccidental;Nómina;COP;6500000;11300000
Colombia;Mediana;Recursos Humanos;Jefatura;Pacifico;Gestión;COP;6100000;10700000
Colombia;Mediana;Recursos Humanos;Jefatura;Norte;Nómina;COP;6100000;10700000
Colombia;Pequeña;Recursos Humanos;Jefatura;Centro;Selección;COP;5200000;9100000
Colombia;Pequeña;Recursos Humanos;Jefatura;Noroccidental;Gestión;COP;4900000;8600000
Colombia;Pequeña;Recursos Humanos;Jefatura;Pacifico;Gestión;COP;4700000;8200000
Colombia;Pequeña;Recursos Humanos;Jefatura;Norte;Nómina;COP;4700000;8200000
Colombia;Grande;Recursos Humanos;Especialista;Centro;Nómina;COP;5800000;9200000
Colombia;Grande;Recursos Humanos;Especialista;Noroccidental;Nómina;COP;5500000;8700000
Colombia;Grande;Recursos Humanos;Especialista;Pacifico;Nómina;COP;5200000;8300000
Colombia;Grande;Recursos Humanos;Especialista;Norte;Nómina;COP;5200000;8300000
Colombia;Mediana;Recursos Humanos;Especialista;Centro;RRHH;COP;4200000;6800000
Colombia;Mediana;Recursos Humanos;Especialista;Noroccidental;RRHH;COP;4000000;6500000
Colombia;Mediana;Recursos Humanos;Especialista;Pacifico;RRHH;COP;3800000;6100000
Colombia;Mediana;Recursos Humanos;Especialista;Norte;RRHH;COP;3800000;6100000
Colombia;Pequeña;Recursos Humanos;Especialista;Centro;RRHH;COP;3200000;5200000
Colombia;Pequeña;Recursos Humanos;Especialista;Noroccidental;RRHH;COP;3100000;4900000
Colombia;Pequeña;Recursos Humanos;Especialista;Pacifico;RRHH;COP;2900000;4700000
Colombia;Pequeña;Recursos Humanos;Especialista;Norte;RRHH;COP;2900000;4700000
Colombia;Grande;Ventas Técnicas;Dirección;Centro;Industrial;COP;42300000;66400000
Colombia;Grande;Ventas Técnicas;Dirección;Noroccidental;Desarrollo;COP;38200000;60100000
Colombia;Grande;Ventas Técnicas;Dirección;Pacifico;Industrial;COP;38000000;59800000
Colombia;Grande;Ventas Técnicas;Dirección;Norte;Ventas;COP;38000000;59800000
Colombia;Mediana;Ventas Técnicas;Dirección;Centro;Industrial;COP;31200000;49100000
Colombia;Mediana;Ventas Técnicas;Dirección;Noroccidental;Industrial;COP;29700000;46600000
Colombia;Mediana;Ventas Técnicas;Dirección;Pacifico;Industrial;COP;28100000;44200000
Colombia;Mediana;Ventas Técnicas;Dirección;Norte;Ventas;COP;28100000;44200000
Colombia;Pequeña;Ventas Técnicas;Dirección;Centro;Desarrollo;COP;22800000;35800000
Colombia;Pequeña;Ventas Técnicas;Dirección;Noroccidental;Industrial;COP;22700000;35700000
Colombia;Pequeña;Ventas Técnicas;Dirección;Pacifico;Desarrollo;COP;20500000;32200000
Colombia;Pequeña;Ventas Técnicas;Dirección;Norte;Industrial;COP;21500000;33800000
Colombia;Grande;Ventas Técnicas;Gerencia;Centro;Industrial;COP;21700000;36200000
Colombia;Grande;Ventas Técnicas;Gerencia;Noroccidental;Industrial;COP;20600000;34400000
Colombia;Grande;Ventas Técnicas;Gerencia;Pacifico;Industrial;COP;19600000;32600000
Colombia;Grande;Ventas Técnicas;Gerencia;Norte;Manager;COP;18600000;31000000
Colombia;Mediana;Ventas Técnicas;Gerencia;Centro;Manager;COP;16100000;26800000
Colombia;Mediana;Ventas Técnicas;Gerencia;Noroccidental;Manager;COP;14500000;24200000
Colombia;Mediana;Ventas Técnicas;Gerencia;Pacifico;Manager;COP;13800000;23000000
Colombia;Mediana;Ventas Técnicas;Gerencia;Norte;Manager;COP;14500000;24100000
Colombia;Pequeña;Ventas Técnicas;Gerencia;Centro;Manager;COP;11700000;19500000
Colombia;Pequeña;Ventas Técnicas;Gerencia;Noroccidental;Manager;COP;11100000;18500000
Colombia;Pequeña;Ventas Técnicas;Gerencia;Pacifico;Manager;COP;10500000;17600000
Colombia;Pequeña;Ventas Técnicas;Gerencia;Norte;Regional;COP;11100000;18400000
Colombia;Grande;Ventas Técnicas;Jefatura;Centro;Regional;COP;9700000;16900000
Colombia;Grande;Ventas Técnicas;Jefatura;Noroccidental;Ventas;COP;9200000;16100000
Colombia;Grande;Ventas Técnicas;Jefatura;Pacifico;Regional;COP;8700000;15200000
Colombia;Grande;Ventas Técnicas;Jefatura;Norte;Regional;COP;8700000;15200000
Colombia;Mediana;Ventas Técnicas;Jefatura;Centro;Licitaciones;COP;6800000;11900000
Colombia;Mediana;Ventas Técnicas;Jefatura;Noroccidental;Licitaciones;COP;6500000;11300000
Colombia;Mediana;Ventas Técnicas;Jefatura;Pacifico;Licitaciones;COP;6100000;10700000
Colombia;Mediana;Ventas Técnicas;Jefatura;Norte;Licitaciones;COP;6100000;10700000
Colombia;Pequeña;Ventas Técnicas;Jefatura;Centro;Regional;COP;5500000;9600000
Colombia;Pequeña;Ventas Técnicas;Jefatura;Noroccidental;Ventas;COP;5200000;9100000
Colombia;Pequeña;Ventas Técnicas;Jefatura;Pacifico;Licitaciones;COP;4700000;8200000
Colombia;Pequeña;Ventas Técnicas;Jefatura;Norte;Ventas;COP;4900000;8600000
Colombia;Grande;Ventas Técnicas;Especialista;Centro;Aplicaciones;COP;5800000;9200000
Colombia;Grande;Ventas Técnicas;Especialista;Noroccidental;Aplicaciones;COP;5500000;8700000
Colombia;Grande;Ventas Técnicas;Especialista;Pacifico;Comercial;COP;5400000;8700000
Colombia;Grande;Ventas Técnicas;Especialista;Norte;Comercial;COP;5400000;8700000
Colombia;Mediana;Ventas Técnicas;Especialista;Centro;Comercial;COP;4500000;7100000
Colombia;Mediana;Ventas Técnicas;Especialista;Noroccidental;Comercial;COP;4200000;6800000
Colombia;Mediana;Ventas Técnicas;Especialista;Pacifico;Comercial;COP;3800000;6100000
Colombia;Mediana;Ventas Técnicas;Especialista;Norte;Aplicaciones;COP;3800000;6100000
Colombia;Pequeña;Ventas Técnicas;Especialista;Centro;Vendedor;COP;3400000;5500000
Colombia;Pequeña;Ventas Técnicas;Especialista;Noroccidental;Vendedor;COP;3200000;5200000
Colombia;Pequeña;Ventas Técnicas;Especialista;Pacifico;Vendedor;COP;3100000;4900000
Colombia;Pequeña;Ventas Técnicas;Especialista;Norte;Vendedor;COP;3100000;4900000